"quarter_date","quarter_name","hb_code","hb_name","loc_code","loc_name","appt_type","count","rate"
"31/12/2018","Oct - Dec-18","S08000017","NHS Dumfries & Galloway","S08000017","NHS Dumfries & Galloway","New",9301,NA
"31/03/2019","Jan - Mar-19","S08000017","NHS Dumfries & Galloway","S08000017","NHS Dumfries & Galloway","New",9482,NA
"30/06/2019","Apr - Jun-19","S08000017","NHS Dumfries & Galloway","S08000017","NHS Dumfries & Galloway","New",9178,NA
"30/06/2014","Apr - Jun-14","S08000017","NHS Dumfries & Galloway","S08000017","NHS Dumfries & Galloway","Return",21413,NA
"30/09/2014","Jul - Sep-14","S08000017","NHS Dumfries & Galloway","S08000017","NHS Dumfries & Galloway","Return",21419,NA
"31/12/2014","Oct - Dec-14","S08000017","NHS Dumfries & Galloway","S08000017","NHS Dumfries & Galloway","Return",21951,NA
"31/03/2015","Jan - Mar-15","S08000017","NHS Dumfries & Galloway","S08000017","NHS Dumfries & Galloway","Return",23017,NA
"30/06/2015","Apr - Jun-15","S08000017","NHS Dumfries & Galloway","S08000017","NHS Dumfries & Galloway","Return",21953,NA
"30/09/2015","Jul - Sep-15","S08000017","NHS Dumfries & Galloway","S08000017","NHS Dumfries & Galloway","Return",22468,NA
"31/12/2015","Oct - Dec-15","S08000017","NHS Dumfries & Galloway","S08000017","NHS Dumfries & Galloway","Return",21617,NA
"31/03/2016","Jan - Mar-16","S08000017","NHS Dumfries & Galloway","S08000017","NHS Dumfries & Galloway","Return",22355,NA
"30/06/2016","Apr - Jun-16","S08000017","NHS Dumfries & Galloway","S08000017","NHS Dumfries & Galloway","Return",21706,NA
"30/09/2016","Jul - Sep-16","S08000017","NHS Dumfries & Galloway","S08000017","NHS Dumfries & Galloway","Return",21172,NA
"31/12/2016","Oct - Dec-16","S08000017","NHS Dumfries & Galloway","S08000017","NHS Dumfries & Galloway","Return",21641,NA
"31/03/2017","Jan - Mar-17","S08000017","NHS Dumfries & Galloway","S08000017","NHS Dumfries & Galloway","Return",21344,NA
"30/06/2017","Apr - Jun-17","S08000017","NHS Dumfries & Galloway","S08000017","NHS Dumfries & Galloway","Return",20542,NA
"30/09/2017","Jul - Sep-17","S08000017","NHS Dumfries & Galloway","S08000017","NHS Dumfries & Galloway","Return",20273,NA
"31/12/2017","Oct - Dec-17","S08000017","NHS Dumfries & Galloway","S08000017","NHS Dumfries & Galloway","Return",19020,NA
"31/03/2018","Jan - Mar-18","S08000017","NHS Dumfries & Galloway","S08000017","NHS Dumfries & Galloway","Return",17364,NA
"30/06/2018","Apr - Jun-18","S08000017","NHS Dumfries & Galloway","S08000017","NHS Dumfries & Galloway","Return",21333,NA
"30/09/2018","Jul - Sep-18","S08000017","NHS Dumfries & Galloway","S08000017","NHS Dumfries & Galloway","Return",19724,NA
"31/12/2018","Oct - Dec-18","S08000017","NHS Dumfries & Galloway","S08000017","NHS Dumfries & Galloway","Return",20366,NA
"31/03/2019","Jan - Mar-19","S08000017","NHS Dumfries & Galloway","S08000017","NHS Dumfries & Galloway","Return",21132,NA
"30/06/2019","Apr - Jun-19","S08000017","NHS Dumfries & Galloway","S08000017","NHS Dumfries & Galloway","Return",21411,NA
"30/06/2014","Apr - Jun-14","S08000029","NHS Fife","S08000029","NHS Fife","All Appointments",77754,NA
"30/09/2014","Jul - Sep-14","S08000029","NHS Fife","S08000029","NHS Fife","All Appointments",77303,NA
"31/12/2014","Oct - Dec-14","S08000029","NHS Fife","S08000029","NHS Fife","All Appointments",77697,NA
"31/03/2015","Jan - Mar-15","S08000029","NHS Fife","S08000029","NHS Fife","All Appointments",78396,NA
"30/06/2015","Apr - Jun-15","S08000029","NHS Fife","S08000029","NHS Fife","All Appointments",80360,NA
"30/09/2015","Jul - Sep-15","S08000029","NHS Fife","S08000029","NHS Fife","All Appointments",80741,NA
"31/12/2015","Oct - Dec-15","S08000029","NHS Fife","S08000029","NHS Fife","All Appointments",81282,NA
"31/03/2016","Jan - Mar-16","S08000029","NHS Fife","S08000029","NHS Fife","All Appointments",79933,NA
"30/06/2016","Apr - Jun-16","S08000029","NHS Fife","S08000029","NHS Fife","All Appointments",83612,NA
"30/09/2016","Jul - Sep-16","S08000029","NHS Fife","S08000029","NHS Fife","All Appointments",80665,NA
"31/12/2016","Oct - Dec-16","S08000029","NHS Fife","S08000029","NHS Fife","All Appointments",78144,NA
"31/03/2017","Jan - Mar-17","S08000029","NHS Fife","S08000029","NHS Fife","All Appointments",80472,NA
"30/06/2017","Apr - Jun-17","S08000029","NHS Fife","S08000029","NHS Fife","All Appointments",80764,NA
"30/09/2017","Jul - Sep-17","S08000029","NHS Fife","S08000029","NHS Fife","All Appointments",79133,NA
"31/12/2017","Oct - Dec-17","S08000029","NHS Fife","S08000029","NHS Fife","All Appointments",78745,NA
"31/03/2018","Jan - Mar-18","S08000029","NHS Fife","S08000029","NHS Fife","All Appointments",76300,NA
"30/06/2018","Apr - Jun-18","S08000029","NHS Fife","S08000029","NHS Fife","All Appointments",80432,NA
"30/09/2018","Jul - Sep-18","S08000029","NHS Fife","S08000029","NHS Fife","All Appointments",77873,NA
"31/12/2018","Oct - Dec-18","S08000029","NHS Fife","S08000029","NHS Fife","All Appointments",76938,NA
"31/03/2019","Jan - Mar-19","S08000029","NHS Fife","S08000029","NHS Fife","All Appointments",78962,NA
"30/06/2019","Apr - Jun-19","S08000029","NHS Fife","S08000029","NHS Fife","All Appointments",80674,NA
"30/06/2014","Apr - Jun-14","S08000029","NHS Fife","S08000029","NHS Fife","DNA",2449,9.05561307498891
"30/09/2014","Jul - Sep-14","S08000029","NHS Fife","S08000029","NHS Fife","DNA",2451,9.04895517979768
"31/12/2014","Oct - Dec-14","S08000029","NHS Fife","S08000029","NHS Fife","DNA",2515,9.18084252025991
"31/03/2015","Jan - Mar-15","S08000029","NHS Fife","S08000029","NHS Fife","DNA",2312,8.29923181850815
"30/06/2015","Apr - Jun-15","S08000029","NHS Fife","S08000029","NHS Fife","DNA",2375,8.55393481001261
"30/09/2015","Jul - Sep-15","S08000029","NHS Fife","S08000029","NHS Fife","DNA",2495,8.81469704999117
"31/12/2015","Oct - Dec-15","S08000029","NHS Fife","S08000029","NHS Fife","DNA",2744,9.38857905361481
"31/03/2016","Jan - Mar-16","S08000029","NHS Fife","S08000029","NHS Fife","DNA",2630,9.31171222206486
"30/06/2016","Apr - Jun-16","S08000029","NHS Fife","S08000029","NHS Fife","DNA",2840,9.65920685667642
"30/09/2016","Jul - Sep-16","S08000029","NHS Fife","S08000029","NHS Fife","DNA",2889,9.89824236817761
"31/12/2016","Oct - Dec-16","S08000029","NHS Fife","S08000029","NHS Fife","DNA",2711,9.76972143140293
"31/03/2017","Jan - Mar-17","S08000029","NHS Fife","S08000029","NHS Fife","DNA",2701,9.74914275401552
"30/06/2017","Apr - Jun-17","S08000029","NHS Fife","S08000029","NHS Fife","DNA",2973,10.7084969203616
"30/09/2017","Jul - Sep-17","S08000029","NHS Fife","S08000029","NHS Fife","DNA",2991,10.2340381851776
"31/12/2017","Oct - Dec-17","S08000029","NHS Fife","S08000029","NHS Fife","DNA",2706,9.52816901408451
"31/03/2018","Jan - Mar-18","S08000029","NHS Fife","S08000029","NHS Fife","DNA",2426,8.61597471321519
"30/06/2018","Apr - Jun-18","S08000029","NHS Fife","S08000029","NHS Fife","DNA",2487,8.49095254353021
"30/09/2018","Jul - Sep-18","S08000029","NHS Fife","S08000029","NHS Fife","DNA",2403,8.28477848646785
"31/12/2018","Oct - Dec-18","S08000029","NHS Fife","S08000029","NHS Fife","DNA",2348,8.50447317903582
"31/03/2019","Jan - Mar-19","S08000029","NHS Fife","S08000029","NHS Fife","DNA",2227,7.7331759149941
"30/06/2019","Apr - Jun-19","S08000029","NHS Fife","S08000029","NHS Fife","DNA",2292,8.1043810332025
"30/06/2014","Apr - Jun-14","S08000029","NHS Fife","S08000029","NHS Fife","New",24595,NA
"30/09/2014","Jul - Sep-14","S08000029","NHS Fife","S08000029","NHS Fife","New",24635,NA
"31/12/2014","Oct - Dec-14","S08000029","NHS Fife","S08000029","NHS Fife","New",24879,NA
"31/03/2015","Jan - Mar-15","S08000029","NHS Fife","S08000029","NHS Fife","New",25546,NA
"30/06/2015","Apr - Jun-15","S08000029","NHS Fife","S08000029","NHS Fife","New",25390,NA
"30/09/2015","Jul - Sep-15","S08000029","NHS Fife","S08000029","NHS Fife","New",25810,NA
"31/12/2015","Oct - Dec-15","S08000029","NHS Fife","S08000029","NHS Fife","New",26483,NA
"31/03/2016","Jan - Mar-16","S08000029","NHS Fife","S08000029","NHS Fife","New",25614,NA
"30/06/2016","Apr - Jun-16","S08000029","NHS Fife","S08000029","NHS Fife","New",26562,NA
"30/09/2016","Jul - Sep-16","S08000029","NHS Fife","S08000029","NHS Fife","New",26298,NA
"31/12/2016","Oct - Dec-16","S08000029","NHS Fife","S08000029","NHS Fife","New",25038,NA
"31/03/2017","Jan - Mar-17","S08000029","NHS Fife","S08000029","NHS Fife","New",25004,NA
"30/06/2017","Apr - Jun-17","S08000029","NHS Fife","S08000029","NHS Fife","New",24790,NA
"30/09/2017","Jul - Sep-17","S08000029","NHS Fife","S08000029","NHS Fife","New",26235,NA
"31/12/2017","Oct - Dec-17","S08000029","NHS Fife","S08000029","NHS Fife","New",25694,NA
"31/03/2018","Jan - Mar-18","S08000029","NHS Fife","S08000029","NHS Fife","New",25731,NA
"30/06/2018","Apr - Jun-18","S08000029","NHS Fife","S08000029","NHS Fife","New",26803,NA
"30/09/2018","Jul - Sep-18","S08000029","NHS Fife","S08000029","NHS Fife","New",26602,NA
"31/12/2018","Oct - Dec-18","S08000029","NHS Fife","S08000029","NHS Fife","New",25261,NA
"31/03/2019","Jan - Mar-19","S08000029","NHS Fife","S08000029","NHS Fife","New",26571,NA
"30/06/2019","Apr - Jun-19","S08000029","NHS Fife","S08000029","NHS Fife","New",25989,NA
"30/06/2014","Apr - Jun-14","S08000029","NHS Fife","S08000029","NHS Fife","Return",53159,NA
"30/09/2014","Jul - Sep-14","S08000029","NHS Fife","S08000029","NHS Fife","Return",52668,NA
"31/12/2014","Oct - Dec-14","S08000029","NHS Fife","S08000029","NHS Fife","Return",52818,NA
"31/03/2015","Jan - Mar-15","S08000029","NHS Fife","S08000029","NHS Fife","Return",52850,NA
"30/06/2015","Apr - Jun-15","S08000029","NHS Fife","S08000029","NHS Fife","Return",54970,NA
"30/09/2015","Jul - Sep-15","S08000029","NHS Fife","S08000029","NHS Fife","Return",54931,NA
"31/12/2015","Oct - Dec-15","S08000029","NHS Fife","S08000029","NHS Fife","Return",54799,NA
"31/03/2016","Jan - Mar-16","S08000029","NHS Fife","S08000029","NHS Fife","Return",54319,NA
"30/06/2016","Apr - Jun-16","S08000029","NHS Fife","S08000029","NHS Fife","Return",57050,NA
"30/09/2016","Jul - Sep-16","S08000029","NHS Fife","S08000029","NHS Fife","Return",54367,NA
"31/12/2016","Oct - Dec-16","S08000029","NHS Fife","S08000029","NHS Fife","Return",53106,NA
"31/03/2017","Jan - Mar-17","S08000029","NHS Fife","S08000029","NHS Fife","Return",55468,NA
"30/06/2017","Apr - Jun-17","S08000029","NHS Fife","S08000029","NHS Fife","Return",55974,NA
"30/09/2017","Jul - Sep-17","S08000029","NHS Fife","S08000029","NHS Fife","Return",52898,NA
"31/12/2017","Oct - Dec-17","S08000029","NHS Fife","S08000029","NHS Fife","Return",53051,NA
"31/03/2018","Jan - Mar-18","S08000029","NHS Fife","S08000029","NHS Fife","Return",50569,NA
"30/06/2018","Apr - Jun-18","S08000029","NHS Fife","S08000029","NHS Fife","Return",53629,NA
"30/09/2018","Jul - Sep-18","S08000029","NHS Fife","S08000029","NHS Fife","Return",51271,NA
"31/12/2018","Oct - Dec-18","S08000029","NHS Fife","S08000029","NHS Fife","Return",51677,NA
"31/03/2019","Jan - Mar-19","S08000029","NHS Fife","S08000029","NHS Fife","Return",52391,NA
"30/06/2019","Apr - Jun-19","S08000029","NHS Fife","S08000029","NHS Fife","Return",54685,NA
"30/06/2014","Apr - Jun-14","S08000029","NHS Fife","F805H","Queen Margaret Hospital","All Appointments",29185,NA
"30/09/2014","Jul - Sep-14","S08000029","NHS Fife","F805H","Queen Margaret Hospital","All Appointments",29652,NA
"31/12/2014","Oct - Dec-14","S08000029","NHS Fife","F805H","Queen Margaret Hospital","All Appointments",32374,NA
"31/03/2015","Jan - Mar-15","S08000029","NHS Fife","F805H","Queen Margaret Hospital","All Appointments",32890,NA
"30/06/2015","Apr - Jun-15","S08000029","NHS Fife","F805H","Queen Margaret Hospital","All Appointments",33376,NA
"30/09/2015","Jul - Sep-15","S08000029","NHS Fife","F805H","Queen Margaret Hospital","All Appointments",33800,NA
"31/12/2015","Oct - Dec-15","S08000029","NHS Fife","F805H","Queen Margaret Hospital","All Appointments",34385,NA
"31/03/2016","Jan - Mar-16","S08000029","NHS Fife","F805H","Queen Margaret Hospital","All Appointments",34139,NA
"30/06/2016","Apr - Jun-16","S08000029","NHS Fife","F805H","Queen Margaret Hospital","All Appointments",33420,NA
"30/09/2016","Jul - Sep-16","S08000029","NHS Fife","F805H","Queen Margaret Hospital","All Appointments",30569,NA
"31/12/2016","Oct - Dec-16","S08000029","NHS Fife","F805H","Queen Margaret Hospital","All Appointments",29860,NA
"31/03/2017","Jan - Mar-17","S08000029","NHS Fife","F805H","Queen Margaret Hospital","All Appointments",30508,NA
"30/06/2017","Apr - Jun-17","S08000029","NHS Fife","F805H","Queen Margaret Hospital","All Appointments",30043,NA
"30/09/2017","Jul - Sep-17","S08000029","NHS Fife","F805H","Queen Margaret Hospital","All Appointments",29428,NA
"31/12/2017","Oct - Dec-17","S08000029","NHS Fife","F805H","Queen Margaret Hospital","All Appointments",30535,NA
"31/03/2018","Jan - Mar-18","S08000029","NHS Fife","F805H","Queen Margaret Hospital","All Appointments",28830,NA
"30/06/2018","Apr - Jun-18","S08000029","NHS Fife","F805H","Queen Margaret Hospital","All Appointments",29750,NA
"30/09/2018","Jul - Sep-18","S08000029","NHS Fife","F805H","Queen Margaret Hospital","All Appointments",29780,NA
"31/12/2018","Oct - Dec-18","S08000029","NHS Fife","F805H","Queen Margaret Hospital","All Appointments",29324,NA
"31/03/2019","Jan - Mar-19","S08000029","NHS Fife","F805H","Queen Margaret Hospital","All Appointments",30239,NA
"30/06/2019","Apr - Jun-19","S08000029","NHS Fife","F805H","Queen Margaret Hospital","All Appointments",30882,NA
"30/06/2014","Apr - Jun-14","S08000029","NHS Fife","F805H","Queen Margaret Hospital","DNA",1087,10.0369344413666
"30/09/2014","Jul - Sep-14","S08000029","NHS Fife","F805H","Queen Margaret Hospital","DNA",1049,9.40554111001524
"31/12/2014","Oct - Dec-14","S08000029","NHS Fife","F805H","Queen Margaret Hospital","DNA",1153,9.40840473276214
"31/03/2015","Jan - Mar-15","S08000029","NHS Fife","F805H","Queen Margaret Hospital","DNA",1112,8.9482578257021
"30/06/2015","Apr - Jun-15","S08000029","NHS Fife","F805H","Queen Margaret Hospital","DNA",1139,9.09090909090909
"30/09/2015","Jul - Sep-15","S08000029","NHS Fife","F805H","Queen Margaret Hospital","DNA",1229,9.41473877738624
"31/12/2015","Oct - Dec-15","S08000029","NHS Fife","F805H","Queen Margaret Hospital","DNA",1345,9.80034975225882
"31/03/2016","Jan - Mar-16","S08000029","NHS Fife","F805H","Queen Margaret Hospital","DNA",1311,10.0714450334178
"30/06/2016","Apr - Jun-16","S08000029","NHS Fife","F805H","Queen Margaret Hospital","DNA",1264,10.1047245982892
"30/09/2016","Jul - Sep-16","S08000029","NHS Fife","F805H","Queen Margaret Hospital","DNA",1238,10.7372072853426
"31/12/2016","Oct - Dec-16","S08000029","NHS Fife","F805H","Queen Margaret Hospital","DNA",1102,9.91899189918992
"31/03/2017","Jan - Mar-17","S08000029","NHS Fife","F805H","Queen Margaret Hospital","DNA",1072,9.85475271189557
"30/06/2017","Apr - Jun-17","S08000029","NHS Fife","F805H","Queen Margaret Hospital","DNA",1178,10.4766986837424
"30/09/2017","Jul - Sep-17","S08000029","NHS Fife","F805H","Queen Margaret Hospital","DNA",1138,9.96584639635695
"31/12/2017","Oct - Dec-17","S08000029","NHS Fife","F805H","Queen Margaret Hospital","DNA",1044,9.22750574509457
"31/03/2018","Jan - Mar-18","S08000029","NHS Fife","F805H","Queen Margaret Hospital","DNA",921,8.19395017793594
"30/06/2018","Apr - Jun-18","S08000029","NHS Fife","F805H","Queen Margaret Hospital","DNA",943,8.32156724320508
"30/09/2018","Jul - Sep-18","S08000029","NHS Fife","F805H","Queen Margaret Hospital","DNA",940,7.97421106209705
"31/12/2018","Oct - Dec-18","S08000029","NHS Fife","F805H","Queen Margaret Hospital","DNA",907,8.02157955248961
"31/03/2019","Jan - Mar-19","S08000029","NHS Fife","F805H","Queen Margaret Hospital","DNA",877,7.4070945945946
"30/06/2019","Apr - Jun-19","S08000029","NHS Fife","F805H","Queen Margaret Hospital","DNA",833,7.22651166825714
"30/06/2014","Apr - Jun-14","S08000029","NHS Fife","F805H","Queen Margaret Hospital","New",9743,NA
"30/09/2014","Jul - Sep-14","S08000029","NHS Fife","F805H","Queen Margaret Hospital","New",10104,NA
"31/12/2014","Oct - Dec-14","S08000029","NHS Fife","F805H","Queen Margaret Hospital","New",11102,NA
"31/03/2015","Jan - Mar-15","S08000029","NHS Fife","F805H","Queen Margaret Hospital","New",11315,NA
"30/06/2015","Apr - Jun-15","S08000029","NHS Fife","F805H","Queen Margaret Hospital","New",11390,NA
"30/09/2015","Jul - Sep-15","S08000029","NHS Fife","F805H","Queen Margaret Hospital","New",11825,NA
"31/12/2015","Oct - Dec-15","S08000029","NHS Fife","F805H","Queen Margaret Hospital","New",12379,NA
"31/03/2016","Jan - Mar-16","S08000029","NHS Fife","F805H","Queen Margaret Hospital","New",11706,NA
"30/06/2016","Apr - Jun-16","S08000029","NHS Fife","F805H","Queen Margaret Hospital","New",11245,NA
"30/09/2016","Jul - Sep-16","S08000029","NHS Fife","F805H","Queen Margaret Hospital","New",10292,NA
"31/12/2016","Oct - Dec-16","S08000029","NHS Fife","F805H","Queen Margaret Hospital","New",10008,NA
"31/03/2017","Jan - Mar-17","S08000029","NHS Fife","F805H","Queen Margaret Hospital","New",9806,NA
"30/06/2017","Apr - Jun-17","S08000029","NHS Fife","F805H","Queen Margaret Hospital","New",10066,NA
"30/09/2017","Jul - Sep-17","S08000029","NHS Fife","F805H","Queen Margaret Hospital","New",10281,NA
"31/12/2017","Oct - Dec-17","S08000029","NHS Fife","F805H","Queen Margaret Hospital","New",10270,NA
"31/03/2018","Jan - Mar-18","S08000029","NHS Fife","F805H","Queen Margaret Hospital","New",10319,NA
"30/06/2018","Apr - Jun-18","S08000029","NHS Fife","F805H","Queen Margaret Hospital","New",10389,NA
"30/09/2018","Jul - Sep-18","S08000029","NHS Fife","F805H","Queen Margaret Hospital","New",10848,NA
"31/12/2018","Oct - Dec-18","S08000029","NHS Fife","F805H","Queen Margaret Hospital","New",10400,NA
"31/03/2019","Jan - Mar-19","S08000029","NHS Fife","F805H","Queen Margaret Hospital","New",10963,NA
"30/06/2019","Apr - Jun-19","S08000029","NHS Fife","F805H","Queen Margaret Hospital","New",10694,NA
"30/06/2014","Apr - Jun-14","S08000029","NHS Fife","F805H","Queen Margaret Hospital","Return",19442,NA
"30/09/2014","Jul - Sep-14","S08000029","NHS Fife","F805H","Queen Margaret Hospital","Return",19548,NA
"31/12/2014","Oct - Dec-14","S08000029","NHS Fife","F805H","Queen Margaret Hospital","Return",21272,NA
"31/03/2015","Jan - Mar-15","S08000029","NHS Fife","F805H","Queen Margaret Hospital","Return",21575,NA
"30/06/2015","Apr - Jun-15","S08000029","NHS Fife","F805H","Queen Margaret Hospital","Return",21986,NA
"30/09/2015","Jul - Sep-15","S08000029","NHS Fife","F805H","Queen Margaret Hospital","Return",21975,NA
"31/12/2015","Oct - Dec-15","S08000029","NHS Fife","F805H","Queen Margaret Hospital","Return",22006,NA
"31/03/2016","Jan - Mar-16","S08000029","NHS Fife","F805H","Queen Margaret Hospital","Return",22433,NA
"30/06/2016","Apr - Jun-16","S08000029","NHS Fife","F805H","Queen Margaret Hospital","Return",22175,NA
"30/09/2016","Jul - Sep-16","S08000029","NHS Fife","F805H","Queen Margaret Hospital","Return",20277,NA
"31/12/2016","Oct - Dec-16","S08000029","NHS Fife","F805H","Queen Margaret Hospital","Return",19852,NA
"31/03/2017","Jan - Mar-17","S08000029","NHS Fife","F805H","Queen Margaret Hospital","Return",20702,NA
"30/06/2017","Apr - Jun-17","S08000029","NHS Fife","F805H","Queen Margaret Hospital","Return",19977,NA
"30/09/2017","Jul - Sep-17","S08000029","NHS Fife","F805H","Queen Margaret Hospital","Return",19147,NA
"31/12/2017","Oct - Dec-17","S08000029","NHS Fife","F805H","Queen Margaret Hospital","Return",20265,NA
"31/03/2018","Jan - Mar-18","S08000029","NHS Fife","F805H","Queen Margaret Hospital","Return",18511,NA
"30/06/2018","Apr - Jun-18","S08000029","NHS Fife","F805H","Queen Margaret Hospital","Return",19361,NA
"30/09/2018","Jul - Sep-18","S08000029","NHS Fife","F805H","Queen Margaret Hospital","Return",18932,NA
"31/12/2018","Oct - Dec-18","S08000029","NHS Fife","F805H","Queen Margaret Hospital","Return",18924,NA
"31/03/2019","Jan - Mar-19","S08000029","NHS Fife","F805H","Queen Margaret Hospital","Return",19276,NA
"30/06/2019","Apr - Jun-19","S08000029","NHS Fife","F805H","Queen Margaret Hospital","Return",20188,NA
"30/06/2014","Apr - Jun-14","S08000029","NHS Fife","F704H","Victoria Hospital","All Appointments",37162,NA
"30/09/2014","Jul - Sep-14","S08000029","NHS Fife","F704H","Victoria Hospital","All Appointments",36706,NA
"31/12/2014","Oct - Dec-14","S08000029","NHS Fife","F704H","Victoria Hospital","All Appointments",34629,NA
"31/03/2015","Jan - Mar-15","S08000029","NHS Fife","F704H","Victoria Hospital","All Appointments",34899,NA
"30/06/2015","Apr - Jun-15","S08000029","NHS Fife","F704H","Victoria Hospital","All Appointments",36075,NA
"30/09/2015","Jul - Sep-15","S08000029","NHS Fife","F704H","Victoria Hospital","All Appointments",36621,NA
"31/12/2015","Oct - Dec-15","S08000029","NHS Fife","F704H","Victoria Hospital","All Appointments",36135,NA
"31/03/2016","Jan - Mar-16","S08000029","NHS Fife","F704H","Victoria Hospital","All Appointments",34962,NA
"30/06/2016","Apr - Jun-16","S08000029","NHS Fife","F704H","Victoria Hospital","All Appointments",37432,NA
"30/09/2016","Jul - Sep-16","S08000029","NHS Fife","F704H","Victoria Hospital","All Appointments",38251,NA
"31/12/2016","Oct - Dec-16","S08000029","NHS Fife","F704H","Victoria Hospital","All Appointments",36786,NA
"31/03/2017","Jan - Mar-17","S08000029","NHS Fife","F704H","Victoria Hospital","All Appointments",37690,NA
"30/06/2017","Apr - Jun-17","S08000029","NHS Fife","F704H","Victoria Hospital","All Appointments",33430,NA
"30/09/2017","Jul - Sep-17","S08000029","NHS Fife","F704H","Victoria Hospital","All Appointments",36355,NA
"31/12/2017","Oct - Dec-17","S08000029","NHS Fife","F704H","Victoria Hospital","All Appointments",34592,NA
"31/03/2018","Jan - Mar-18","S08000029","NHS Fife","F704H","Victoria Hospital","All Appointments",33563,NA
"30/06/2018","Apr - Jun-18","S08000029","NHS Fife","F704H","Victoria Hospital","All Appointments",36586,NA
"30/09/2018","Jul - Sep-18","S08000029","NHS Fife","F704H","Victoria Hospital","All Appointments",35632,NA
"31/12/2018","Oct - Dec-18","S08000029","NHS Fife","F704H","Victoria Hospital","All Appointments",34736,NA
"31/03/2019","Jan - Mar-19","S08000029","NHS Fife","F704H","Victoria Hospital","All Appointments",36103,NA
"30/06/2019","Apr - Jun-19","S08000029","NHS Fife","F704H","Victoria Hospital","All Appointments",35982,NA
"30/06/2014","Apr - Jun-14","S08000029","NHS Fife","F704H","Victoria Hospital","DNA",1112,8.47819457151571
"30/09/2014","Jul - Sep-14","S08000029","NHS Fife","F704H","Victoria Hospital","DNA",1114,8.66454071711908
"31/12/2014","Oct - Dec-14","S08000029","NHS Fife","F704H","Victoria Hospital","DNA",1098,8.96546092920715
"31/03/2015","Jan - Mar-15","S08000029","NHS Fife","F704H","Victoria Hospital","DNA",956,7.68426975323527
"30/06/2015","Apr - Jun-15","S08000029","NHS Fife","F704H","Victoria Hospital","DNA",1014,8.14588688946015
"30/09/2015","Jul - Sep-15","S08000029","NHS Fife","F704H","Victoria Hospital","DNA",1029,8.199203187251
"31/12/2015","Oct - Dec-15","S08000029","NHS Fife","F704H","Victoria Hospital","DNA",1146,9.06287069988138
"31/03/2016","Jan - Mar-16","S08000029","NHS Fife","F704H","Victoria Hospital","DNA",1068,8.69848509529239
"30/06/2016","Apr - Jun-16","S08000029","NHS Fife","F704H","Victoria Hospital","DNA",1258,9.23573893253065
"30/09/2016","Jul - Sep-16","S08000029","NHS Fife","F704H","Victoria Hospital","DNA",1336,9.19034188622137
"31/12/2016","Oct - Dec-16","S08000029","NHS Fife","F704H","Victoria Hospital","DNA",1289,9.43147728104193
"31/03/2017","Jan - Mar-17","S08000029","NHS Fife","F704H","Victoria Hospital","DNA",1274,9.41750443524542
"30/06/2017","Apr - Jun-17","S08000029","NHS Fife","F704H","Victoria Hospital","DNA",1412,10.8273905375355
"30/09/2017","Jul - Sep-17","S08000029","NHS Fife","F704H","Victoria Hospital","DNA",1450,10.1186322400558
"31/12/2017","Oct - Dec-17","S08000029","NHS Fife","F704H","Victoria Hospital","DNA",1261,9.25300851188729
"31/03/2018","Jan - Mar-18","S08000029","NHS Fife","F704H","Victoria Hospital","DNA",1191,8.95556056846379
"30/06/2018","Apr - Jun-18","S08000029","NHS Fife","F704H","Victoria Hospital","DNA",1181,8.17697154330818
"30/09/2018","Jul - Sep-18","S08000029","NHS Fife","F704H","Victoria Hospital","DNA",1120,8.1271315579421
"31/12/2018","Oct - Dec-18","S08000029","NHS Fife","F704H","Victoria Hospital","DNA",1122,8.59375
"31/03/2019","Jan - Mar-19","S08000029","NHS Fife","F704H","Victoria Hospital","DNA",1039,7.6962962962963
"30/06/2019","Apr - Jun-19","S08000029","NHS Fife","F704H","Victoria Hospital","DNA",1104,8.26532904095231
"30/06/2014","Apr - Jun-14","S08000029","NHS Fife","F704H","Victoria Hospital","New",12004,NA
"30/09/2014","Jul - Sep-14","S08000029","NHS Fife","F704H","Victoria Hospital","New",11743,NA
"31/12/2014","Oct - Dec-14","S08000029","NHS Fife","F704H","Victoria Hospital","New",11149,NA
"31/03/2015","Jan - Mar-15","S08000029","NHS Fife","F704H","Victoria Hospital","New",11485,NA
"30/06/2015","Apr - Jun-15","S08000029","NHS Fife","F704H","Victoria Hospital","New",11434,NA
"30/09/2015","Jul - Sep-15","S08000029","NHS Fife","F704H","Victoria Hospital","New",11521,NA
"31/12/2015","Oct - Dec-15","S08000029","NHS Fife","F704H","Victoria Hospital","New",11499,NA
"31/03/2016","Jan - Mar-16","S08000029","NHS Fife","F704H","Victoria Hospital","New",11210,NA
"30/06/2016","Apr - Jun-16","S08000029","NHS Fife","F704H","Victoria Hospital","New",12363,NA
"30/09/2016","Jul - Sep-16","S08000029","NHS Fife","F704H","Victoria Hospital","New",13201,NA
"31/12/2016","Oct - Dec-16","S08000029","NHS Fife","F704H","Victoria Hospital","New",12378,NA
"31/03/2017","Jan - Mar-17","S08000029","NHS Fife","F704H","Victoria Hospital","New",12254,NA
"30/06/2017","Apr - Jun-17","S08000029","NHS Fife","F704H","Victoria Hospital","New",11629,NA
"30/09/2017","Jul - Sep-17","S08000029","NHS Fife","F704H","Victoria Hospital","New",12880,NA
"31/12/2017","Oct - Dec-17","S08000029","NHS Fife","F704H","Victoria Hospital","New",12367,NA
